"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[k]"     ,     "rms[w]"     ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,     "Buffet"     
          0,           0,          41,      -5.420689146,      -5.562724802,      -5.636231803,       -5.03132398,      -9.209784894,      -1.664547794,     0.01312656149,      0.2468797518,                 0,                 0,                 0,      0.0743538953,     0.01312656149,      0.2468797518,                 0,       18.80764829,    0.002394599513
          0,           0,          42,      -5.463792582,      -5.551154826,      -5.575530029,      -5.069480835,      -9.652332591,      -1.662401844,     0.02157485535,      0.2348017304,                 0,                 0,                 0,      0.0677876509,     0.02157485535,      0.2348017304,                 0,       10.88311956,    0.002394599513
          0,           0,          43,       -5.50418609,      -5.447382699,         -5.447262,      -5.116139414,      -9.703843871,      -1.615473804,     0.02307199501,      0.2326950087,                 0,                 0,                 0,     0.06664694768,     0.02307199501,      0.2326950087,                 0,       10.08560416,    0.002394599513
          0,           0,          44,      -5.509017202,      -5.435708086,      -5.435668872,      -5.125687984,      -9.718967166,      -1.526899143,     0.02506411124,      0.2299199235,                 0,                 0,                 0,     0.06514697482,     0.02506411124,      0.2299199235,                 0,       9.173272542,    0.002394599513
          0,           0,          45,      -5.502203834,      -5.421026975,      -5.422254664,       -5.12263655,      -9.674324389,      -1.955691476,     0.02773225262,      0.2263256336,                 0,                 0,                 0,     0.06320876245,     0.02773225262,      0.2263256336,                 0,        8.16109808,    0.002394599513
          0,           0,          46,      -5.493664757,      -5.405680607,      -5.409928396,      -5.117772293,      -9.587237404,      -2.141230233,     0.03103166678,      0.2220249397,                 0,                 0,                 0,      0.0608868509,     0.03103166678,      0.2220249397,                 0,       7.154786149,    0.002394599513
          0,           0,          47,      -5.489495679,      -5.395359417,      -5.405328143,      -5.118116926,      -9.472942537,      -2.143206204,     0.03497913816,      0.2168863293,                 0,                 0,                 0,     0.05814779135,     0.03497913816,      0.2168863293,                 0,       6.200448059,    0.002394599513
          0,           0,          48,      -5.487419707,       -5.38724023,      -5.406297123,      -5.118603672,      -9.354291142,      -2.089109495,     0.03909604106,      0.2113012763,                 0,                 0,                 0,      0.0553073106,     0.03909604106,      0.2113012763,                 0,       5.404671945,    0.002394599513
          0,           0,          49,       -5.49353489,      -5.387104962,      -5.420296256,       -5.12519121,      -9.241385754,      -2.002382684,     0.04251043619,      0.2062994207,                 0,                 0,                 0,     0.05299411276,     0.04251043619,      0.2062994207,                 0,       4.852912348,    0.002394599513
          0,           0,          50,      -5.506295387,      -5.412791957,      -5.465052418,      -5.135790705,      -9.167018673,      -1.932209154,     0.04447529688,      0.2027744482,                 0,                 0,                 0,     0.05155276927,     0.04447529688,      0.2027744482,                 0,       4.559260139,    0.002394599513
