132
 0.84000	-0.00453	 0.00000
 0.84079	-0.00308	 0.00000
 0.84182	-0.00164	 0.00000
 0.84311	-0.00020	 0.00000
 0.84468	 0.00122	 0.00000
 0.84653	 0.00261	 0.00000
 0.84868	 0.00395	 0.00000
 0.85113	 0.00522	 0.00000
 0.85389	 0.00643	 0.00000
 0.85694	 0.00754	 0.00000
 0.86028	 0.00855	 0.00000
 0.86390	 0.00944	 0.00000
 0.86777	 0.01020	 0.00000
 0.87187	 0.01081	 0.00000
 0.87616	 0.01128	 0.00000
 0.88062	 0.01159	 0.00000
 0.88519	 0.01174	 0.00000
 0.88985	 0.01173	 0.00000
 0.89454	 0.01156	 0.00000
 0.89923	 0.01123	 0.00000
 0.90387	 0.01076	 0.00000
 0.90844	 0.01015	 0.00000
 0.91289	 0.00942	 0.00000
 0.91719	 0.00857	 0.00000
 0.92133	 0.00763	 0.00000
 0.92527	 0.00660	 0.00000
 0.92901	 0.00550	 0.00000
 0.93252	 0.00433	 0.00000
 0.93581	 0.00313	 0.00000
 0.93888	 0.00189	 0.00000
 0.94171	 0.00063	 0.00000
 0.94171	 0.00063	 0.00000
 0.94253	 0.00024	 0.00000
 0.94338	-0.00016	 0.00000
 0.94424	-0.00058	 0.00000
 0.94513	-0.00102	 0.00000
 0.94603	-0.00146	 0.00000
 0.94695	-0.00193	 0.00000
 0.94789	-0.00241	 0.00000
 0.94885	-0.00291	 0.00000
 0.94983	-0.00342	 0.00000
 0.95083	-0.00394	 0.00000
 0.95185	-0.00449	 0.00000
 0.95289	-0.00504	 0.00000
 0.95394	-0.00562	 0.00000
 0.95502	-0.00620	 0.00000
 0.95612	-0.00681	 0.00000
 0.95723	-0.00743	 0.00000
 0.95837	-0.00806	 0.00000
 0.95952	-0.00871	 0.00000
 0.96069	-0.00937	 0.00000
 0.96188	-0.01005	 0.00000
 0.96310	-0.01075	 0.00000
 0.96433	-0.01146	 0.00000
 0.96558	-0.01219	 0.00000
 0.96685	-0.01293	 0.00000
 0.96813	-0.01369	 0.00000
 0.96944	-0.01446	 0.00000
 0.97077	-0.01525	 0.00000
 0.97212	-0.01605	 0.00000
 0.97348	-0.01687	 0.00000
 0.97487	-0.01770	 0.00000
 0.97627	-0.01855	 0.00000
 0.97770	-0.01942	 0.00000
 0.97914	-0.02030	 0.00000
 0.98060	-0.02120	 0.00000
 0.98208	-0.02211	 0.00000
 0.98358	-0.02303	 0.00000
 0.98510	-0.02397	 0.00000
 0.98664	-0.02493	 0.00000
 0.98820	-0.02590	 0.00000
 0.98978	-0.02689	 0.00000
 0.99138	-0.02790	 0.00000
 0.99300	-0.02892	 0.00000
 0.99463	-0.02995	 0.00000
 0.99629	-0.03100	 0.00000
 0.99796	-0.03206	 0.00000
 0.99966	-0.03314	 0.00000
 1.00137	-0.03424	 0.00000
 1.00310	-0.03535	 0.00000
 1.00485	-0.03648	 0.00000
 1.00663	-0.03762	 0.00000
 1.00842	-0.03878	 0.00000
 1.01023	-0.03995	 0.00000
 1.01206	-0.04114	 0.00000
 1.01390	-0.04234	 0.00000
 1.01577	-0.04356	 0.00000
 1.01766	-0.04479	 0.00000
 1.01957	-0.04604	 0.00000
 1.02149	-0.04731	 0.00000
 1.02344	-0.04859	 0.00000
 1.02540	-0.04988	 0.00000
 1.02739	-0.05120	 0.00000
 1.02939	-0.05252	 0.00000
 1.03141	-0.05386	 0.00000
 1.03345	-0.05522	 0.00000
 1.03551	-0.05659	 0.00000
 1.03759	-0.05798	 0.00000
 1.03969	-0.05939	 0.00000
 1.04181	-0.06080	 0.00000
 1.04395	-0.06224	 0.00000
 1.04611	-0.06369	 0.00000
 1.04829	-0.06515	 0.00000
 1.05048	-0.06663	 0.00000
 1.05270	-0.06813	 0.00000
 1.05493	-0.06964	 0.00000
 1.05719	-0.07117	 0.00000
 1.05946	-0.07271	 0.00000
 1.06175	-0.07427	 0.00000
 1.06406	-0.07584	 0.00000
 1.06639	-0.07743	 0.00000
 1.06875	-0.07903	 0.00000
 1.07112	-0.08065	 0.00000
 1.07350	-0.08228	 0.00000
 1.07591	-0.08393	 0.00000
 1.07834	-0.08560	 0.00000
 1.08079	-0.08728	 0.00000
 1.08325	-0.08897	 0.00000
 1.08574	-0.09069	 0.00000
 1.08824	-0.09241	 0.00000
 1.09077	-0.09415	 0.00000
 1.09331	-0.09591	 0.00000
 1.09588	-0.09768	 0.00000
 1.09846	-0.09947	 0.00000
 1.10106	-0.10128	 0.00000
 1.10368	-0.10309	 0.00000
 1.10632	-0.10493	 0.00000
 1.10898	-0.10678	 0.00000
 1.11166	-0.10864	 0.00000
 1.11436	-0.11052	 0.00000
 1.11707	-0.11242	 0.00000
 1.11981	-0.11433	 0.00000
