1.000000 -0.002000
0.999315 -0.001884
0.997261 -0.001547
0.993844 -0.001016
0.989074 -0.000338
0.982963 0.000428
0.975528 0.001208
0.966790 0.001925
0.956773 0.002496
0.945503 0.002841
0.933013 0.002885
0.919335 0.002564
0.904508 0.001829
0.888573 0.000646
0.871572 -0.000997
0.853553 -0.003096
0.834565 -0.005624
0.814660 -0.008536
0.793893 -0.011768
0.772320 -0.015245
0.750000 -0.018878
0.726995 -0.022573
0.703368 -0.026235
0.679184 -0.029767
0.654508 -0.033081
0.629410 -0.036099
0.603956 -0.038754
0.578217 -0.040998
0.552264 -0.042796
0.526168 -0.044135
0.500000 -0.045017
0.473832 -0.045461
0.447736 -0.045502
0.421783 -0.045186
0.396044 -0.044568
0.370590 -0.043708
0.345492 -0.042668
0.320816 -0.041510
0.296632 -0.040287
0.273005 -0.039047
0.250000 -0.037829
0.227680 -0.036655
0.206107 -0.035540
0.185340 -0.034481
0.165435 -0.033468
0.146447 -0.032475
0.128428 -0.031472
0.111427 -0.030419
0.095492 -0.029276
0.080665 -0.028000
0.066987 -0.026551
0.054497 -0.024897
0.043227 -0.023010
0.033210 -0.020875
0.024472 -0.018487
0.017037 -0.015852
0.010926 -0.012989
0.006156 -0.009929
0.002739 -0.006711
0.000685 -0.003384
0.000000 0.000000
0.000685 0.003391
0.002739 0.006772
0.006156 0.010130
0.010926 0.013455
0.017037 0.016736
0.024472 0.019964
0.033210 0.023129
0.043227 0.026222
0.054497 0.029235
0.066987 0.032162
0.080665 0.034994
0.095492 0.037727
0.111427 0.040354
0.128428 0.042870
0.146447 0.045271
0.165435 0.047551
0.185340 0.049706
0.206107 0.051729
0.227680 0.053616
0.250000 0.055359
0.273005 0.056950
0.296632 0.058381
0.320816 0.059642
0.345492 0.060722
0.370590 0.061610
0.396044 0.062293
0.421783 0.062759
0.447736 0.062995
0.473832 0.062991
0.500000 0.062736
0.526168 0.062220
0.552264 0.061439
0.578217 0.060389
0.603956 0.059070
0.629410 0.057486
0.654508 0.055645
0.679184 0.053560
0.703368 0.051247
0.726995 0.048727
0.750000 0.046024
0.772320 0.043168
0.793893 0.040189
0.814660 0.037120
0.834565 0.033997
0.853553 0.030857
0.871572 0.027734
0.888573 0.024665
0.904508 0.021684
0.919335 0.018825
0.933013 0.016116
0.945503 0.013586
0.956773 0.011260
0.966790 0.009160
0.975528 0.007304
0.982963 0.005709
0.989074 0.004387
0.993844 0.003348
0.997261 0.002601
0.999315 0.002151
1.000000 0.002000
